date,open,high,low,close,volume,adjusted,ticker
2010-12-03,99.93000030517578,99.95999908447266,99.88999938964844,99.93000030517578,47200,73.33174133300781,stip
2010-12-06,100.12999725341797,100.16999816894531,100.0199966430664,100.16999816894531,21300,73.50788116455078,stip
2010-12-07,100.0999984741211,100.0999984741211,99.94999694824219,100,18600,73.38316345214844,stip
2010-12-08,99.7699966430664,99.79000091552734,99.5999984741211,99.660003662109375,3200,73.1336441040039,stip
2010-12-09,99.5999984741211,99.68000030517578,99.589996337890625,99.63999938964844,1700,73.118896484375,stip
2010-12-10,99.63999938964844,99.63999938964844,99.55000305175781,99.55000305175781,2900,73.05290222167969,stip
2010-12-13,99.5,99.68000030517578,99.44000244140625,99.62000274658203,14700,73.10428619384766,stip
2010-12-14,99.63999938964844,99.63999938964844,99.410003662109375,99.4800033569336,5200,73.00152587890625,stip
2010-12-15,99.62000274658203,99.68000030517578,99.62000274658203,99.68000030517578,500,73.14830017089844,stip
2010-12-16,99.54000091552734,99.69999694824219,99.54000091552734,99.69000244140625,23100,73.1556396484375,stip
2010-12-17,99.87000274658203,100,99.87000274658203,99.9800033569336,2600,73.36844635009766,stip
2010-12-20,100.05000305175781,100.0999984741211,99.94000244140625,99.95999908447266,20700,73.35376739501953,stip
2010-12-21,100.11000061035156,100.12000274658203,100.02999877929688,100.06999969482422,4500,73.43448638916016,stip
2010-12-22,100.06999969482422,100.12000274658203,100.05999755859375,100.11000061035156,5200,73.46381378173828,stip
2010-12-23,100.02999877929688,100.06999969482422,100.02999877929688,100.04000091552734,700,73.41249084472656,stip
2010-12-27,99.98999786376953,99.98999786376953,99.839996337890625,99.98999786376953,5900,73.37578582763672,stip
2010-12-28,99.91999816894531,99.91999816894531,99.7699966430664,99.80000305175781,5500,73.28987884521484,stip
2010-12-29,99.80999755859375,100.12999725341797,99.79000091552734,100.08999633789062,6000,73.5028305053711,stip
2010-12-30,100.05999755859375,100.05999755859375,99.91999816894531,99.91999816894531,3000,73.37796783447266,stip
2010-12-31,99.98999786376953,100.12000274658203,99.98999786376953,100.08000183105469,8300,73.49549865722656,stip
2011-01-03,100.05999755859375,100.20999908447266,100,100.16999816894531,4100,73.56159973144531,stip
2011-01-04,100.30000305175781,100.36000061035156,100.27999877929688,100.3499984741211,16500,73.69377899169922,stip
2011-01-05,100.26000213623047,100.27999877929688,100.22000122070312,100.25,3200,73.62035369873047,stip
2011-01-06,100.36000061035156,100.5,100.30999755859375,100.4800033569336,11000,73.78923797607422,stip
2011-01-07,100.5999984741211,100.76000213623047,100.5999984741211,100.68000030517578,1100,73.936126708984375,stip
2011-01-10,100.69000244140625,100.7699966430664,100.69000244140625,100.73999786376953,2800,73.980224609375,stip
2011-01-11,100.87000274658203,100.98999786376953,100.83999633789062,100.93000030517578,10100,74.11962127685547,stip
2011-01-12,100.83000183105469,101.04000091552734,100.77999877929688,100.98999786376953,48400,74.16375732421875,stip
2011-01-13,100.93000030517578,101.12000274658203,100.86000061035156,101.0999984741211,90800,74.24452209472656,stip
2011-01-14,101.08999633789062,101.1500015258789,101.04000091552734,101.04000091552734,7800,74.20049285888672,stip
2011-01-18,100.9800033569336,101.05999755859375,100.91999816894531,101.04000091552734,10700,74.20049285888672,stip
2011-01-19,101.06999969482422,101.08000183105469,100.9800033569336,101.05000305175781,10200,74.20783996582031,stip
2011-01-20,100.91999816894531,100.91999816894531,100.72000122070312,100.72000122070312,7000,73.9654769897461,stip
2011-01-21,100.72000122070312,100.80000305175781,100.62999725341797,100.72000122070312,10000,73.9654769897461,stip
2011-01-24,100.81999969482422,100.87000274658203,100.81999969482422,100.81999969482422,6000,74.0389404296875,stip
2011-01-25,100.8499984741211,100.97000122070312,100.7699966430664,100.9000015258789,15600,74.09766387939453,stip
2011-01-26,100.87000274658203,100.88999938964844,100.73999786376953,100.83999633789062,11100,74.0536117553711,stip
2011-01-27,100.9000015258789,100.9000015258789,100.77999877929688,100.83000183105469,10800,74.04630279541016,stip
2011-01-28,100.83000183105469,101.08999633789062,100.83000183105469,101.08000183105469,8100,74.229827880859375,stip
2011-01-31,101.12999725341797,101.18000030517578,101.08999633789062,101.08999633789062,4800,74.237213134765625,stip
2011-02-01,100.9800033569336,101.16999816894531,100.95999908447266,101.12999725341797,48400,74.27538299560547,stip
2011-02-02,101.1500015258789,101.1500015258789,100.9000015258789,100.9000015258789,4500,74.10646057128906,stip
2011-02-03,100.80999755859375,100.8499984741211,100.7699966430664,100.7699966430664,15000,74.010986328125,stip
2011-02-04,100.70999908447266,100.7300033569336,100.52999877929688,100.52999877929688,7800,73.83475494384766,stip
2011-02-07,100.4800033569336,100.55999755859375,100.4000015258789,100.55999755859375,7900,73.85675811767578,stip
2011-02-08,100.5,100.5199966430664,100.26000213623047,100.2699966430664,7700,73.64374542236328,stip
2011-02-09,100.30999755859375,100.4000015258789,100.23999786376953,100.37000274658203,4200,73.71720886230469,stip
2011-02-10,100.30000305175781,100.30000305175781,100.1500015258789,100.1500015258789,17200,73.55562591552734,stip
2011-02-11,100.27999877929688,100.29000091552734,100.18000030517578,100.18000030517578,4500,73.5776596069336,stip
2011-02-14,100.19999694824219,100.25,100.19999694824219,100.25,2800,73.6291275024414,stip
2011-02-15,100.23999786376953,100.33999633789062,100.20999908447266,100.33999633789062,106800,73.69515228271484,stip
2011-02-16,100.33000183105469,100.38999938964844,100.2300033569336,100.31999969482422,14600,73.68046569824219,stip
2011-02-17,100.47000122070312,100.62000274658203,100.47000122070312,100.62000274658203,103800,73.90079498291016,stip
2011-02-18,100.69000244140625,100.9800033569336,100.66999816894531,100.9800033569336,25700,74.16522216796875,stip
2011-02-22,101.27999877929688,101.47000122070312,101.25,101.47000122070312,79200,74.52509307861328,stip
2011-02-23,101.47000122070312,101.66999816894531,101.4000015258789,101.62000274658203,18300,74.63526916503906,stip
2011-02-24,101.77999877929688,101.77999877929688,101.68000030517578,101.68000030517578,11300,74.6793212890625,stip
2011-02-25,101.69999694824219,101.70999908447266,101.58000183105469,101.66999816894531,11300,74.6719970703125,stip
2011-02-28,101.7699966430664,101.7699966430664,101.66000366210938,101.66999816894531,15500,74.6719970703125,stip
2011-03-01,101.55000305175781,101.77999877929688,101.5199966430664,101.7699966430664,15300,74.78221130371094,stip
2011-03-02,101.80999755859375,101.93000030517578,101.80999755859375,101.83000183105469,13700,74.82630920410156,stip
2011-03-03,101.6500015258789,101.66999816894531,101.58999633789062,101.61000061035156,5400,74.6646728515625,stip
2011-03-04,101.77999877929688,101.94000244140625,101.77999877929688,101.94000244140625,16400,74.90716552734375,stip
2011-03-07,101.87999725341797,102.05999755859375,101.87999725341797,102.01000213623047,15000,74.958587646484375,stip
2011-03-08,102.02999877929688,102.0999984741211,101.98999786376953,102.04000091552734,16000,74.980621337890625,stip
2011-03-09,102.16999816894531,102.16999816894531,102.06999969482422,102.13999938964844,12600,75.0541000366211,stip
2011-03-10,102.19999694824219,102.3499984741211,102.12999725341797,102.3499984741211,7400,75.20842742919922,stip
2011-03-11,102.30999755859375,102.30999755859375,102.22000122070312,102.30000305175781,50700,75.1716537475586,stip
2011-03-14,102.43000030517578,102.48999786376953,102.38999938964844,102.4000015258789,21300,75.24515533447266,stip
2011-03-15,102.4800033569336,102.4800033569336,102.33000183105469,102.33000183105469,6600,75.1937255859375,stip
2011-03-16,102.5,102.66000366210938,102.5,102.6500015258789,5400,75.4288558959961,stip
